source_file,timestamp_utc,timestamp_ny,reason
03_mnq_12_20.Last.txt,2020-10-18 12:28:00+00:00,2020-10-18 08:28:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:29:00+00:00,2020-10-18 08:29:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:30:00+00:00,2020-10-18 08:30:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:31:00+00:00,2020-10-18 08:31:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:32:00+00:00,2020-10-18 08:32:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:33:00+00:00,2020-10-18 08:33:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:34:00+00:00,2020-10-18 08:34:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:35:00+00:00,2020-10-18 08:35:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:36:00+00:00,2020-10-18 08:36:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:37:00+00:00,2020-10-18 08:37:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:38:00+00:00,2020-10-18 08:38:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:39:00+00:00,2020-10-18 08:39:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:40:00+00:00,2020-10-18 08:40:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:41:00+00:00,2020-10-18 08:41:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:42:00+00:00,2020-10-18 08:42:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:43:00+00:00,2020-10-18 08:43:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:44:00+00:00,2020-10-18 08:44:00-04:00,NO_SESSION
03_mnq_12_20.Last.txt,2020-10-18 12:45:00+00:00,2020-10-18 08:45:00-04:00,NO_SESSION
